user_id,chronotype,archetype,day,day_of_week,wake_time,task_id,task_name,task_type,duration_hours,deadline_day,deadline_hour,importance,cognitive_demand,is_buffer,user_accepted_buffer,assigned_block_type,assigned_hour,energy_at_assignment,vibe_before,vibe_after,completed_on_time,actual_duration_hours,was_abandoned,profile_completion_rate,profile_buffer_accept,profile_duration_ratio,profile_vibe_trend
morning_disciplined_planner,morning,disciplined_planner,2,Tue,5.7,morning_disciplined_planner_t015,Solve algorithm problem,analytical,1.23,5,11,0.52,0.92,True,False,,,,0.63,,,,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,2,Tue,5.7,morning_disciplined_planner_t014,Update documentation,routine,1.08,6,13,0.83,0.22,True,True,routine,15.5,0.41,0.63,0.86,1.0,1.04,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,3,Wed,6.9,morning_disciplined_planner_t016,Update contact list,routine,1.12,3,12,0.44,0.23,False,,routine,7.4,0.38,0.52,0.8,1.0,1.02,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,3,Wed,6.9,morning_disciplined_planner_t019,Order supplies,routine,0.59,3,15,0.91,0.13,False,,analytical,8.4,0.85,0.8,0.65,1.0,0.53,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,3,Wed,6.9,morning_disciplined_planner_t021,Draft pitch deck,creative,1.36,3,18,0.63,0.59,False,,analytical,8.9,0.78,0.65,0.6,1.0,1.11,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,3,Wed,6.9,morning_disciplined_planner_t017,Organize drive folders,routine,0.7,4,22,0.21,0.13,True,False,,,,0.6,,,,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,3,Wed,6.9,morning_disciplined_planner_t020,Refactor legacy module,analytical,2.45,4,9,0.87,0.75,True,True,analytical,10.1,0.68,0.6,0.84,1.0,2.06,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,3,Wed,6.9,morning_disciplined_planner_t022,Build ML pipeline,analytical,1.1,4,18,0.4,0.85,True,True,routine,12.1,0.37,0.84,0.59,0.0,1.12,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,3,Wed,6.9,morning_disciplined_planner_t018,Design infographic,creative,1.03,6,12,0.8,0.69,True,True,routine,13.2,0.36,0.59,0.56,1.0,1.01,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,3,Wed,6.9,morning_disciplined_planner_t023,Solve algorithm problem,analytical,2.47,8,17,0.93,0.75,True,True,routine,14.2,0.35,0.56,0.67,1.0,2.4,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,4,Thu,5.2,morning_disciplined_planner_t025,Build ML pipeline,analytical,2.22,4,17,0.94,0.85,False,,routine,5.7,0.42,0.7,0.54,0.0,2.36,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,4,Thu,5.2,morning_disciplined_planner_t026,Submit weekly report,routine,0.66,5,12,0.5,0.26,True,True,analytical,8.1,0.73,0.54,0.56,1.0,0.62,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,4,Thu,5.2,morning_disciplined_planner_t027,Brainstorm feature ideas,creative,2.29,5,10,0.6,0.44,True,True,analytical,8.7,0.74,0.56,0.23,0.0,2.3,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,4,Thu,5.2,morning_disciplined_planner_t028,Team standup meeting,routine,1.07,5,13,0.79,0.32,True,True,analytical,11.0,0.52,0.23,0.27,1.0,1.07,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,4,Thu,5.2,morning_disciplined_planner_t031,Database optimization,analytical,3.34,5,15,0.14,0.75,True,True,routine,12.1,0.25,0.27,0.28,1.0,2.82,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,4,Thu,5.2,morning_disciplined_planner_t024,Fill timesheet,routine,0.28,6,15,0.53,0.39,True,False,,,,0.28,,,,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,4,Thu,5.2,morning_disciplined_planner_t029,Design UI mockup,creative,0.96,6,14,0.6,0.41,True,True,routine,14.9,0.29,0.28,0.29,1.0,0.78,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,4,Thu,5.2,morning_disciplined_planner_t030,Write social media content,creative,1.13,8,17,0.36,0.69,True,True,routine,15.7,0.32,0.29,0.38,1.0,1.1,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,5,Fri,6.3,morning_disciplined_planner_t035,Write thesis section,analytical,1.45,5,11,0.89,0.88,False,,routine,6.8,0.45,0.78,0.79,1.0,1.28,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,5,Fri,6.3,morning_disciplined_planner_t034,Plan marketing strategy,creative,2.37,6,9,0.21,0.47,True,True,analytical,8.1,0.85,0.79,0.78,1.0,2.25,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,5,Fri,6.3,morning_disciplined_planner_t037,Write research report,analytical,1.33,6,16,0.21,0.9,True,True,analytical,10.3,0.76,0.78,0.81,1.0,1.14,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,5,Fri,6.3,morning_disciplined_planner_t038,Draft pitch deck,creative,0.9,7,10,0.74,0.64,True,True,analytical,11.5,0.77,0.81,0.85,1.0,0.82,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,5,Fri,6.3,morning_disciplined_planner_t036,Proof-read academic paper,analytical,3.43,8,22,0.23,0.85,True,True,routine,12.3,0.37,0.85,0.78,1.0,3.07,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,5,Fri,6.3,morning_disciplined_planner_t033,Database optimization,analytical,2.93,9,10,0.44,0.9,True,True,routine,15.4,0.45,0.78,0.63,1.0,2.76,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,5,Fri,6.3,morning_disciplined_planner_t032,Write blog post,creative,2.0,10,10,0.9,0.67,True,True,creative,18.1,0.53,0.63,0.78,1.0,1.78,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,5,Fri,6.3,morning_disciplined_planner_t039,Build ML pipeline,analytical,1.31,10,13,0.46,0.98,True,True,routine,19.9,0.27,0.78,0.71,1.0,1.15,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,6,Sat,5.6,morning_disciplined_planner_t040,Update documentation,routine,1.44,8,15,0.93,0.19,True,True,routine,6.1,0.45,0.79,0.93,1.0,1.26,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,6,Sat,5.6,morning_disciplined_planner_t042,Write blog post,creative,2.37,8,17,0.52,0.64,True,False,,,,0.93,,,,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,6,Sat,5.6,morning_disciplined_planner_t043,Build ML pipeline,analytical,1.27,8,12,0.82,0.95,True,True,routine,7.4,0.48,0.93,0.9,1.0,1.27,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,6,Sat,5.6,morning_disciplined_planner_t044,Clean inbox,routine,1.33,8,10,0.47,0.28,True,False,,,,0.9,,,,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,6,Sat,5.6,morning_disciplined_planner_t045,Schedule meetings,routine,1.06,8,12,0.51,0.36,True,True,analytical,8.6,0.9,0.9,0.9,1.0,0.85,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,6,Sat,5.6,morning_disciplined_planner_t041,Reply to emails,routine,1.04,9,14,0.23,0.13,True,True,analytical,9.5,0.9,0.9,0.76,1.0,1.01,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,6,Sat,5.6,morning_disciplined_planner_t046,Proof-read academic paper,analytical,3.04,9,15,0.16,0.73,True,True,analytical,10.5,0.75,0.76,0.85,0.0,3.68,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,6,Sat,5.6,morning_disciplined_planner_t047,Financial analysis,analytical,3.06,11,21,0.23,0.79,True,True,routine,14.2,0.42,0.85,0.75,1.0,3.02,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,7,Sun,5.6,morning_disciplined_planner_t048,Solve algorithm problem,analytical,1.38,8,18,0.12,0.73,True,True,routine,6.1,0.45,0.82,0.65,0.0,1.48,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,7,Sun,5.6,morning_disciplined_planner_t051,Solve algorithm problem,analytical,1.62,8,9,0.47,0.87,True,True,routine,7.6,0.41,0.65,0.68,1.0,1.38,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,7,Sun,5.6,morning_disciplined_planner_t053,Statistical modeling,analytical,3.11,8,20,0.98,0.97,True,True,analytical,9.0,0.8,0.68,0.89,1.0,2.66,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,7,Sun,5.6,morning_disciplined_planner_t055,Design infographic,creative,1.43,8,12,0.68,0.52,True,True,analytical,11.6,0.8,0.89,0.89,1.0,1.37,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,7,Sun,5.6,morning_disciplined_planner_t050,Proof-read academic paper,analytical,3.19,9,15,0.14,0.96,True,True,routine,13.0,0.38,0.89,0.94,1.0,2.92,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,7,Sun,5.6,morning_disciplined_planner_t052,Attend training video,routine,0.38,9,14,0.15,0.35,True,True,routine,15.9,0.48,0.94,0.99,1.0,0.31,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,7,Sun,5.6,morning_disciplined_planner_t054,Write project proposal,creative,2.06,9,13,0.58,0.44,True,True,creative,16.2,0.65,0.99,1.0,1.0,1.82,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,7,Sun,5.6,morning_disciplined_planner_t049,Write research report,analytical,1.13,11,14,0.71,0.88,True,True,creative,18.0,0.65,1.0,0.82,0.0,1.21,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,8,Mon,5.5,morning_disciplined_planner_t059,Write project proposal,creative,1.57,8,19,0.36,0.59,False,,routine,6.0,0.43,0.73,0.64,1.0,1.4,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,8,Mon,5.5,morning_disciplined_planner_t063,File expense reports,routine,0.37,8,16,0.25,0.28,False,,routine,7.4,0.41,0.64,0.81,1.0,0.35,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,8,Mon,5.5,morning_disciplined_planner_t056,Write unit tests,analytical,2.04,10,16,0.43,0.77,True,True,routine,7.8,0.45,0.81,0.87,1.0,1.69,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,8,Mon,5.5,morning_disciplined_planner_t058,Compose newsletter,creative,1.16,10,15,0.86,0.56,True,True,analytical,9.4,0.89,0.87,0.8,1.0,0.94,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,8,Mon,5.5,morning_disciplined_planner_t062,Write social media content,creative,2.07,10,10,0.95,0.64,True,True,analytical,10.4,0.77,0.8,0.76,0.0,2.49,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,8,Mon,5.5,morning_disciplined_planner_t060,Financial analysis,analytical,3.15,11,17,0.65,0.74,True,True,routine,12.9,0.35,0.76,0.76,1.0,2.91,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,8,Mon,5.5,morning_disciplined_planner_t057,Code review (complex),analytical,1.95,12,22,0.37,0.91,True,True,routine,15.8,0.44,0.76,0.77,1.0,1.73,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,8,Mon,5.5,morning_disciplined_planner_t061,Design UI mockup,creative,0.67,13,22,0.22,0.68,True,True,creative,17.5,0.58,0.77,0.8,1.0,0.57,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,9,Tue,6.0,morning_disciplined_planner_t066,Order supplies,routine,1.22,10,19,0.4,0.3,True,True,routine,6.5,0.43,0.72,0.88,1.0,1.2,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,9,Tue,6.0,morning_disciplined_planner_t067,Creative problem solving session,creative,1.04,10,11,0.38,0.51,True,True,routine,7.7,0.47,0.88,0.95,1.0,1.0,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,9,Tue,6.0,morning_disciplined_planner_t064,Update documentation,routine,0.9,11,16,0.82,0.33,True,False,,,,0.95,,,,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,9,Tue,6.0,morning_disciplined_planner_t069,Record tutorial video,creative,2.06,11,22,0.44,0.54,True,False,,,,0.95,,,,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,9,Tue,6.0,morning_disciplined_planner_t065,Update documentation,routine,1.41,12,10,0.21,0.14,True,True,analytical,8.7,0.93,0.95,0.88,1.0,1.41,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,9,Tue,6.0,morning_disciplined_planner_t071,Team standup meeting,routine,1.11,12,20,0.51,0.1,True,False,,,,0.88,,,,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,9,Tue,6.0,morning_disciplined_planner_t068,Debug API endpoint,analytical,2.09,14,11,0.76,0.81,True,True,analytical,10.1,0.8,0.88,1.0,1.0,2.08,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,9,Tue,6.0,morning_disciplined_planner_t070,Compose newsletter,creative,0.74,14,10,0.67,0.66,True,True,routine,12.2,0.4,1.0,1.0,1.0,0.69,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,10,Wed,5.4,morning_disciplined_planner_t079,Analyze dataset,analytical,2.26,10,20,0.67,0.92,False,,routine,5.9,0.41,0.64,0.56,1.0,1.83,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,10,Wed,5.4,morning_disciplined_planner_t072,Proof-read academic paper,analytical,2.11,12,19,0.93,0.79,True,True,routine,7.7,0.39,0.56,0.4,0.0,2.04,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,10,Wed,5.4,morning_disciplined_planner_t076,Sketch wireframes,creative,0.57,12,20,0.15,0.4,True,False,,,,0.4,,,,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,10,Wed,5.4,morning_disciplined_planner_t077,Write project proposal,creative,0.98,13,20,0.15,0.65,True,True,analytical,9.8,0.66,0.4,0.55,1.0,0.89,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,10,Wed,5.4,morning_disciplined_planner_t078,Design UI mockup,creative,1.9,13,15,0.14,0.65,True,True,analytical,10.7,0.66,0.55,0.41,0.0,1.23,True,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,10,Wed,5.4,morning_disciplined_planner_t073,Build ML pipeline,analytical,3.49,14,20,0.36,0.96,True,True,analytical,11.9,0.6,0.41,0.64,1.0,3.11,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,10,Wed,5.4,morning_disciplined_planner_t075,Statistical modeling,analytical,1.6,14,11,0.8,0.74,True,False,,,,0.64,,,,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,10,Wed,5.4,morning_disciplined_planner_t074,Draft technical specification,analytical,2.66,15,18,0.18,0.9,True,True,routine,15.0,0.41,0.64,0.68,1.0,2.2,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,11,Thu,6.8,morning_disciplined_planner_t081,Update contact list,routine,0.32,11,21,0.14,0.28,False,,routine,7.3,0.4,0.6,0.68,1.0,0.26,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,11,Thu,6.8,morning_disciplined_planner_t082,Write social media content,creative,0.68,11,17,0.98,0.46,False,,routine,7.6,0.42,0.68,0.66,1.0,0.56,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,11,Thu,6.8,morning_disciplined_planner_t083,Write social media content,creative,1.77,12,22,0.23,0.57,True,True,analytical,8.1,0.79,0.66,0.55,1.0,1.64,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,11,Thu,6.8,morning_disciplined_planner_t086,Debug API endpoint,analytical,2.07,12,22,0.67,0.88,True,True,analytical,9.8,0.74,0.55,0.74,1.0,1.73,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,11,Thu,6.8,morning_disciplined_planner_t084,Write unit tests,analytical,2.75,13,11,0.95,0.89,True,True,analytical,11.5,0.74,0.74,0.87,1.0,2.38,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,11,Thu,6.8,morning_disciplined_planner_t080,Write thesis section,analytical,1.48,14,16,0.74,0.78,True,True,routine,13.9,0.42,0.87,0.83,1.0,1.25,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,11,Thu,6.8,morning_disciplined_planner_t085,Update project board,routine,0.76,16,10,0.21,0.24,True,True,routine,15.1,0.46,0.83,1.0,1.0,0.69,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,11,Thu,6.8,morning_disciplined_planner_t087,Review meeting notes,routine,0.52,16,9,0.39,0.28,True,True,routine,15.8,0.5,1.0,1.0,1.0,0.49,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,12,Fri,5.9,morning_disciplined_planner_t093,Write research report,analytical,1.84,12,19,0.38,0.75,False,,routine,6.4,0.4,0.59,0.56,1.0,1.63,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,12,Fri,5.9,morning_disciplined_planner_t089,Order supplies,routine,1.07,13,16,0.81,0.19,True,True,analytical,8.0,0.74,0.56,0.5,1.0,0.99,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,12,Fri,5.9,morning_disciplined_planner_t091,Creative problem solving session,creative,1.51,13,13,0.82,0.56,True,True,analytical,9.0,0.71,0.5,0.33,1.0,1.23,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,12,Fri,5.9,morning_disciplined_planner_t088,Update documentation,routine,0.53,14,17,0.61,0.27,True,False,,,,0.33,,,,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,12,Fri,5.9,morning_disciplined_planner_t090,Update documentation,routine,0.7,14,16,0.76,0.25,True,True,analytical,10.3,0.57,0.33,0.17,0.0,0.76,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,12,Fri,5.9,morning_disciplined_planner_t092,Plan marketing strategy,creative,0.73,14,20,0.86,0.42,True,True,analytical,11.0,0.5,0.17,0.05,0.0,0.33,True,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,12,Fri,5.9,morning_disciplined_planner_t095,Draft technical specification,analytical,1.91,14,19,1.0,0.99,True,True,analytical,11.3,0.45,0.05,0.17,1.0,1.89,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,12,Fri,5.9,morning_disciplined_planner_t094,Write unit tests,analytical,3.14,16,12,0.24,0.81,True,True,routine,13.2,0.26,0.17,0.13,1.0,2.99,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,13,Sat,6.0,morning_disciplined_planner_t100,Design system architecture,analytical,3.27,13,11,0.31,0.71,False,,routine,6.5,0.4,0.59,0.38,0.0,3.33,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,13,Sat,6.0,morning_disciplined_planner_t097,Write research report,analytical,2.31,14,20,0.25,0.75,True,True,analytical,9.8,0.66,0.38,0.37,0.0,2.88,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,13,Sat,6.0,morning_disciplined_planner_t101,Organize drive folders,routine,0.98,14,12,0.18,0.25,True,False,,,,0.37,,,,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,13,Sat,6.0,morning_disciplined_planner_t103,Reply to emails,routine,0.92,14,15,0.86,0.2,True,False,,,,0.37,,,,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,13,Sat,6.0,morning_disciplined_planner_t098,Mind-map project scope,creative,2.18,15,16,0.23,0.7,True,True,routine,12.7,0.27,0.37,0.43,1.0,1.88,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,13,Sat,6.0,morning_disciplined_planner_t099,Review meeting notes,routine,0.35,15,15,0.49,0.33,True,False,,,,0.43,,,,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,13,Sat,6.0,morning_disciplined_planner_t102,Compose newsletter,creative,1.8,15,17,0.79,0.6,True,False,,,,0.43,,,,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,13,Sat,6.0,morning_disciplined_planner_t096,Build ML pipeline,analytical,2.76,16,13,0.68,0.82,True,True,routine,14.6,0.32,0.43,0.41,1.0,2.51,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,14,Sun,6.3,morning_disciplined_planner_t105,Submit weekly report,routine,0.87,14,14,0.19,0.26,False,,routine,6.8,0.39,0.57,0.74,1.0,0.75,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,14,Sun,6.3,morning_disciplined_planner_t110,Design UI mockup,creative,1.96,14,22,0.6,0.53,False,,routine,7.5,0.43,0.74,0.68,1.0,1.66,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,14,Sun,6.3,morning_disciplined_planner_t106,Write project proposal,creative,0.86,16,12,0.27,0.5,True,True,analytical,9.2,0.8,0.68,0.66,1.0,0.8,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,14,Sun,6.3,morning_disciplined_planner_t107,Brainstorm feature ideas,creative,1.4,16,9,0.64,0.49,True,True,analytical,10.0,0.71,0.66,0.5,1.0,1.36,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,14,Sun,6.3,morning_disciplined_planner_t109,Design infographic,creative,2.31,16,19,0.97,0.62,True,True,analytical,11.4,0.64,0.5,0.53,1.0,2.22,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,14,Sun,6.3,morning_disciplined_planner_t108,Solve algorithm problem,analytical,2.58,17,21,0.66,0.99,True,True,routine,13.6,0.34,0.53,0.43,1.0,2.14,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,14,Sun,6.3,morning_disciplined_planner_t104,Storyboard user flow,creative,1.51,18,10,0.63,0.67,True,True,routine,15.7,0.36,0.43,0.33,0.0,1.66,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,14,Sun,6.3,morning_disciplined_planner_t111,Write project proposal,creative,2.47,19,19,0.76,0.49,True,True,creative,17.4,0.43,0.33,0.51,1.0,2.15,False,0.92,0.85,0.95,0.1
morning_disciplined_planner,morning,disciplined_planner,15,Mon,5.9,morning_disciplined_planner_t112,Reply to emails,routine,0.3,15,21,0.54,0.33,False,,routine,6.4,0.4,0.59,0.83,1.0,0.29,False,0.92,0.85,0.95,0.1
